date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,walking,transit,driving,cases,deaths
06-02-2020,-0.10625000000000002,0.03214285714285714,0.7407142857142858,-0.19910714285714284,-0.3171428571428571,0.10464285714285715,0.13097518552875698,-0.2450316717596129,0.11958538402675824,20785.0,1082.0
06-03-2020,-0.0919642857142857,0.05053571428571429,0.6676785714285713,-0.19303571428571428,-0.3176785714285714,0.10267857142857141,0.1453219696969697,-0.2348282722179781,0.1385312416856667,19981.0,989.0
06-04-2020,-0.10928571428571432,0.04267857142857144,0.7901785714285713,-0.19517857142857142,-0.31803571428571425,0.1042857142857143,0.16801368274582562,-0.23321110262286732,0.1855736231318101,21613.0,1008.0
06-05-2020,-0.14160714285714288,0.01964285714285714,0.7901785714285711,-0.19464285714285717,-0.31142857142857144,0.10357142857142858,0.27594658317872595,-0.21564425770308124,0.29534971648392166,28694.0,1112.0
06-06-2020,-0.16964285714285715,0.03089285714285715,0.9650000000000005,-0.13517857142857145,-0.11660714285714284,0.03982142857142857,0.2717787569573284,-0.22725919913419915,0.24939334392754978,22520.0,728.0
06-07-2020,-0.11714285714285719,0.02267857142857143,1.0296428571428573,-0.15857142857142856,-0.13678571428571432,0.03089285714285716,0.04784902597402597,-0.2672130443086326,0.05474549880346883,18616.0,390.0
06-08-2020,-0.09607142857142859,0.006607142857142858,0.7258928571428571,-0.20464285714285713,-0.30428571428571416,0.09571428571428572,0.14968769325912182,-0.21567927170868342,0.1593019756639991,18199.0,722.0
06-09-2020,-0.0985714285714286,0.017499999999999998,0.6607142857142857,-0.20142857142857137,-0.31017857142857136,0.10285714285714286,0.15249768089053803,-0.22014164756811816,0.17239876364131976,18800.0,1030.0
06-10-2020,-0.07857142857142856,0.030892857142857146,0.7378571428571427,-0.18107142857142863,-0.31,0.0967857142857143,0.1747545609152752,-0.21562563661828366,0.19790170527536338,23159.0,929.0
06-11-2020,-0.09285714285714287,0.030714285714285722,0.8569642857142857,-0.1780357142857143,-0.315,0.09910714285714284,0.2052585807050093,-0.21290457091927675,0.23630654755704997,23200.0,877.0
06-12-2020,-0.11571428571428573,0.025178571428571432,1.073214285714286,-0.15517857142857144,-0.3044642857142857,0.08857142857142859,0.3527133580705009,-0.19180831423478478,0.379632078864837,25496.0,778.0
06-13-2020,-0.13982142857142857,0.04071428571428572,1.269107142857143,-0.07982142857142857,-0.09196428571428572,0.026607142857142874,0.34983495670995673,-0.20914183855360327,0.33214001054894593,25335.0,693.0
06-14-2020,-0.0846428571428571,0.02946428571428572,1.2235714285714288,-0.10642857142857146,-0.11089285714285713,0.019464285714285722,0.08995439084724799,-0.25190062388591794,0.1193897251849704,19129.0,317.0
06-15-2020,-0.06714285714285714,0.018928571428571427,0.8678571428571428,-0.16964285714285715,-0.3001785714285714,0.08642857142857142,0.17143011750154608,-0.20652772472625408,0.20761797471711232,20115.0,448.0
06-16-2020,-0.06339285714285715,0.03892857142857144,0.9723214285714284,-0.16624999999999995,-0.3062499999999999,0.09249999999999999,0.19452149041434755,-0.20275050929462693,0.2319541839705524,24881.0,769.0
06-17-2020,-0.059285714285714296,0.04142857142857143,0.9328571428571429,-0.15553571428571428,-0.3101785714285713,0.0894642857142857,0.2136023500309214,-0.20253708301502418,0.2495467718704075,25652.0,761.0
06-18-2020,-0.06964285714285715,0.042857142857142864,1.0137500000000002,-0.1503571428571428,-0.31196428571428564,0.08892857142857145,0.24060451453308598,-0.20556165648077412,0.28714628545290916,28051.0,727.0
06-19-2020,-0.09982142857142855,0.037678571428571436,1.0382142857142858,-0.13821428571428568,-0.31142857142857144,0.0725,0.3939223871366729,-0.1818064043799338,0.42770307552330433,30840.0,698.0
06-20-2020,-0.12571428571428567,0.07964285714285714,1.2366071428571428,-0.07500000000000002,-0.09803571428571432,0.022321428571428582,0.35936108534322825,-0.20370304940157877,0.3641472674787776,32024.0,546.0
06-21-2020,-0.08357142857142853,0.065,1.2221428571428572,-0.0992857142857143,-0.1021428571428571,0.0062499999999999995,0.03853780148423006,-0.25948593073593074,0.07908722357293066,26394.0,257.0
06-22-2020,-0.08071428571428572,-0.0055357142857142844,0.8774999999999997,-0.16392857142857145,-0.32196428571428565,0.0876785714285714,0.18728084415584426,-0.19444598293862997,0.22875383359721593,30441.0,360.0
06-23-2020,-0.06267857142857142,0.030892857142857156,1.0466071428571428,-0.15142857142857147,-0.32196428571428576,0.08928571428571427,0.24671807359307363,-0.188769735166794,0.27016742713342307,35046.0,833.0
06-24-2020,0.0,0.0,0.0,0.0,0.0,0.0,0.26921459492888067,-0.18566431117901708,0.29299307602128355,37014.0,767.0
06-25-2020,0.0,0.0,0.0,0.0,0.0,0.0,0.3112422696351268,-0.19186767888973771,0.3391875813467172,41156.0,2466.0
06-26-2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45498.0,633.0
