date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,walking,transit,driving,cases,deaths
01-27-2020,0.0,0.0,0.0,0.0,0.0,0.0,-0.03149775819418676,-0.0004114145658263311,-0.021143788429415836,0.0,0.0
01-28-2020,0.0,0.0,0.0,0.0,0.0,0.0,-0.015599489795918369,-0.004917557932263817,0.0030561952033356303,0.0,0.0
01-29-2020,0.0,0.0,0.0,0.0,0.0,0.0,-0.007863713667285098,-0.008275719378660552,0.011367702295703596,0.0,0.0
01-30-2020,0.0,0.0,0.0,0.0,0.0,0.0,0.031014610389610387,0.0046530430353959795,0.04950668481974618,1.0,0.0
01-31-2020,0.0,0.0,0.0,0.0,0.0,0.0,0.19775780766852188,0.04070378151260504,0.181297371130572,1.0,0.0
02-01-2020,0.0,0.0,0.0,0.0,0.0,0.0,0.30160868893011755,-0.012353100331041502,0.16497540227001667,1.0,0.0
02-02-2020,0.0,0.0,0.0,0.0,0.0,0.0,-0.061630720470006194,-0.12847943722943725,-0.11190298810733197,3.0,0.0
02-03-2020,0.0,0.0,0.0,0.0,0.0,0.0,-0.024841527520098945,-0.0029994270435446885,-0.01676858806999747,0.0,0.0
02-04-2020,0.0,0.0,0.0,0.0,0.0,0.0,-0.011003014842300552,-0.002163706391647565,0.01038201668219971,0.0,0.0
02-05-2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0035946196660482372,0.004270435446906035,0.01110326611890195,1.0,0.0
02-06-2020,0.0,0.0,0.0,0.0,0.0,0.0,0.014102118119975264,0.0036342946269416854,0.04572882542105583,0.0,0.0
02-07-2020,0.0,0.0,0.0,0.0,0.0,0.0,0.18212314471243035,0.030530939648586712,0.16396494317733562,0.0,0.0
02-08-2020,0.0,0.0,0.0,0.0,0.0,0.0,0.2940449134199134,-0.01106235676088618,0.1649323974064607,0.0,0.0
02-09-2020,0.0,0.0,0.0,0.0,0.0,0.0,-0.05648036487322201,-0.11217787114845942,-0.06938735223421029,0.0,0.0
02-10-2020,0.0,0.0,0.0,0.0,0.0,0.0,-0.02706709956709957,0.0049022790934555634,0.016127679044791926,1.0,0.0
02-11-2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0005739795918367386,0.0040967978100331015,0.0411449489475724,0.0,0.0
02-12-2020,0.0,0.0,0.0,0.0,0.0,0.0,0.028800633889919602,0.011295040743570153,0.05518804937958088,1.0,0.0
02-13-2020,0.0,0.0,0.0,0.0,0.0,0.0,0.08540043290043291,0.026426024955436722,0.11925945319096311,1.0,0.0
02-14-2020,0.0,0.0,0.0,0.0,0.0,0.0,0.3486804267161409,0.07491755793226382,0.3124344913681396,0.0,0.0
02-15-2020,0.040714285714285724,0.01375,0.12875,0.03303571428571429,0.0033928571428571428,-0.003571428571428572,0.41808364254792835,0.002800006366182837,0.23718026228660813,0.0,0.0
02-16-2020,0.07053571428571428,0.020357142857142862,0.17,0.023035714285714295,0.00517857142857143,-0.005892857142857146,0.07265769944341371,-0.0872490132416603,0.0016267033238476503,0.0,0.0
02-17-2020,0.05874999999999999,0.004107142857142857,0.23535714285714288,-0.021607142857142856,-0.2114285714285715,0.04803571428571429,0.050242346938775516,0.014140406162464985,0.06406633767670253,10.0,0.0
02-18-2020,-0.005892857142857142,-0.010535714285714287,0.04660714285714284,0.025535714285714294,-0.007321428571428568,0.008035714285714288,0.02856756338899196,0.024472243442831686,0.06005000183881889,0.0,0.0
02-19-2020,0.01714285714285715,0.0033928571428571423,0.0680357142857143,0.030535714285714298,0.002857142857142857,0.0023214285714285715,0.04346706864564008,0.021951553348612173,0.07542883652910061,0.0,0.0
02-20-2020,0.01142857142857143,-0.0007142857142857136,0.005892857142857147,0.020178571428571435,-0.001428571428571429,0.007500000000000001,0.06944186765615336,0.018308982683982677,0.10601695962283245,2.0,0.0
